0	0	1404624	488	1544016	130	1734424	67	1734424	67	488
0	0	2087536	469	2228520	137	2409984	76	2409984	76	469
0	0	2759992	473	2904152	137	3186552	59	3186552	59	473
0	0	3421888	479	3559928	134	3736744	75	3736744	75	479
0	0	4081128	499	4217416	126	4474928	59	4474928	59	499
0	0	4738640	516	4872064	121	5132720	57	5132720	57	516
0	0	5393288	520	5529688	120	5740592	66	5740592	66	520
0	0	6049392	532	6195144	118	6387464	66	6387464	66	532
0	0	6703704	534	6833888	113	7032288	60	7032288	60	534
0	0	7359600	542	7497672	120	7693144	70	7693144	70	542
0	0	8015784	540	8144568	114	8335112	65	8335112	65	540
0	0	8696584	525	8836168	124	9040952	72	9040952	72	525
0	0	9374488	514	9506320	127	9695624	73	9695624	73	514
0	0	10063672	507	10202280	131	10423768	75	10423768	75	507
0	0	10764648	495	10898448	135	11127824	76	11127824	76	495
0	0	11462344	485	11599328	138	11820752	83	11820752	83	485
0	0	12171184	467	12316192	165	12493024	119	12493024	119	467
0	0	12889656	434	13026656	157	13203480	97	13203480	97	434
0	0	13617632	410	13764176	187	13976032	118	13976032	118	410
0	0	14371072	420	14519208	190	14691240	128	14691240	128	420
0	0	15118152	427	15269544	194	15436936	132	15436936	132	427
0	0	15857472	431	16004128	187	16215984	113	16215984	113	431
0	0	16569664	449	16719392	182	16910544	111	16910544	111	449
0	0	17283280	492	17429824	168	17617808	99	17617808	99	492
0	0	17992152	504	18149848	166	18328280	110	18328280	110	504
0	0	18699440	524	18850760	154	19054688	96	19054688	96	524
0	0	19411704	529	19572608	149	19736768	97	19736768	97	529
0	0	20123880	532	20279984	144	20445768	90	20445768	90	532
0	0	20829736	533	20973096	141	21164248	90	21164248	90	533
0	0	21533800	524	21683528	143	21889008	84	21889008	84	524
0	0	22228360	502	22374952	153	22574104	92	22574104	92	502
0	0	22921392	495	23077592	154	23299016	87	23299016	87	495
0	0	23601712	505	23751456	144	23957120	83	23957120	83	505
0	0	24279032	519	24424024	137	24601008	78	24601008	78	519
0	0	24949920	529	25086936	130	25252672	82	25252672	82	529
0	0	25613776	528	25753952	131	25945120	75	25945120	75	528
0	0	26275112	515	26429624	143	26612800	90	26612800	90	515
0	0	26942528	500	27084296	146	27269072	88	27269072	88	500
0	0	27605264	502	27743848	145	27935112	81	27935112	81	502
0	0	28268064	475	28406656	151	28610680	83	28610680	83	475
0	0	28934280	479	29068104	150	29260872	85	29260872	85	479
0	0	29598824	470	29735808	156	29923896	93	29923896	93	470
0	0	30263552	473	30410432	152	30589144	88	30589144	88	473
0	0	30922552	474	31058072	151	31289416	80	31289416	80	474
0	0	31575000	480	31712160	149	31914760	89	31914760	89	480
0	0	32233648	472	32372280	149	32584224	79	32584224	79	472
0	0	32882424	483	33017816	145	33194648	90	33194648	90	483
0	0	33532360	487	33674152	141	33855744	79	33855744	79	487
0	0	34175976	505	34316168	138	34502576	80	34502576	80	505
0	0	34829304	524	34969496	131	35148112	73	35148112	73	524
0	0	35482864	534	35618456	124	35793824	75	35793824	75	534
0	0	36141328	532	36284696	131	36467984	78	36467984	78	532
0	0	36796520	532	36944744	128	37121656	75	37121656	75	532
0	0	37464424	525	37612664	131	37786456	75	37786456	75	525
0	0	38132600	507	38271528	130	38452056	80	38452056	80	507
0	0	38791552	500	38941536	132	39110600	77	39110600	77	500
0	0	39448880	504	39589088	127	39772352	70	39772352	70	504
0	0	40099384	506	40245960	119	40422896	68	40422896	68	506
0	0	40738704	506	40898360	114	41048288	67	41048288	67	506
0	0	41379616	508	41515016	111	41709408	63	41709408	63	508
0	0	42015248	503	42152240	111	42352944	64	42352944	64	503
0	0	42661984	492	42803752	110	43001296	62	43001296	62	492
0	0	43311944	490	43450552	111	43640168	68	43640168	68	490
0	0	43965208	479	44110184	110	44296664	63	44296664	63	479
0	0	44632880	477	44781160	115	44969168	67	44969168	67	477
0	0	45299024	467	45434584	114	45633792	64	45633792	64	467
0	0	45963856	454	46096160	123	46287320	72	46287320	72	454
0	0	46620248	452	46771648	124	46983584	64	46983584	64	452
0	0	47283560	459	47423768	121	47615168	71	47615168	71	459
