0.057069793	-0.3223996	-0.22153261	-0.049645856	-0.17846158	0.28135502	0.18954226	0.106389366	-0.12144037	-0.09220041	0.0782415	0.18268783	-0.08422898	-0.24737188	-0.3177801	-0.38715798	0.23657206	-0.26761612	-0.16759114	0.20462671	-0.19590537	0.21278319	-0.11867514	-0.11496916	-0.0027625284	-0.13450596	0.21021532	0.036901027	0.25527757	-0.069284216	0.020967538	0.051265147	-0.1543204	0.25935507	0.11726707	-0.41709614	-0.09280421	0.3546209	0.20156561	0.24289714	-0.1795323	-0.28801483	0.070118815	0.21819967	0.41737068
0.26159087	-0.22294915	-0.099438936	-0.12037811	0.27169162	-0.0040490204	-0.21491504	0.07132827	-0.28653267	0.03009082	-0.29672706	-0.26465195	-0.27044922	-0.29329053	-0.17561339	-0.18028228	-0.24183664	-0.42781574	0.16868645	-0.03186146	0.22795077	-0.42186546	0.08787214	0.29566145	0.03422192	0.34593317	0.27620152	-0.02219435	-0.04394917	-0.21746875	-0.12203812	0.11874153	-0.2165468	0.0077325003	-0.28675264	-0.056763686	0.12108593	0.073716044	0.28557324	0.19697315	0.1172827	-0.27932304	-0.21876645	0.13676341	-0.33900568
0.06905916	-0.23136857	0.084281065	0.017395677	0.019491324	-0.27551746	0.26229304	-0.46109542	0.24096365	-0.14666171	0.07722392	0.1297619	-0.051507365	0.09880073	0.09024374	-0.14837977	-0.12973708	0.16164215	-0.23395886	0.30201033	0.16371243	-0.08719212	0.346724	-0.2898733	-0.11771333	0.010943314	-0.17807445	0.2945085	-0.28414485	0.37535587	0.065463714	-0.49978068	-0.43974727	0.018306315	-0.018984903	0.010881744	-0.54676896	0.004742943	-0.13130228	0.14774612	-0.37347963	-0.43218443	-0.3200786	-0.5338573	0.13224933
0.30770412	0.10675623	0.13664974	-0.15804578	0.26981017	0.36012673	0.28020638	0.39811963	-0.22445466	0.030928683	-0.06612457	-0.14583905	-0.2884879	-0.21076092	-0.4118309	0.31253436	0.17407042	0.123217545	-0.0312726	-0.3116812	-0.28676847	0.04427984	-0.16789106	-0.232139	0.06279666	-0.34197694	0.08915504	-0.23518577	0.014136684	0.0065411786	0.1637176	-0.17150532	0.20623812	0.41073495	-0.2239304	-0.18424156	0.07832742	-0.015844014	0.2626398	-0.2644233	-0.00976167	-0.23959495	0.12332862	-0.40102077	-0.5821905
0.22840083	-0.1342961	-0.26200163	-0.2014936	-0.14153868	-0.19502081	-0.29998118	-0.108935736	-0.20446506	-0.07526987	-0.28255975	-0.23244596	-0.2728983	-0.27272582	-0.34401658	-0.06384083	0.024018712	0.27444395	0.055840645	-0.35910323	-0.33045632	-0.19365059	0.09697159	-0.1957519	-0.41712785	-0.43253192	-0.14440045	-0.15996736	-0.15805969	-0.25626698	-0.12778245	0.26117444	0.04224154	-0.26569307	3.964674E-4	0.028415909	-0.17183512	-0.13666601	0.24441321	0.017620025	-0.08763821	0.19674669	0.3243747	0.33935463	-0.095766306
0.15371998	-0.38259366	-0.2014796	0.16300815	-0.13868545	-0.35906023	-0.06356897	-0.41141015	-0.09109017	-0.3606383	-0.24208984	0.045950968	-0.21214086	0.050363015	-0.14299783	-0.04462812	-0.22073238	-0.3113709	-0.07270154	0.23229305	-0.14929788	-0.10891682	-0.09929159	-0.14378907	-0.2092954	-0.2089463	-0.18642095	0.29539093	-0.18167312	-0.16434242	0.13049461	0.27352488	0.2582689	-0.076823294	0.02428932	0.31189227	0.20064038	0.23526333	0.30752572	0.19536956	-0.052286647	5.80768E-4	0.28259397	0.09605551	-0.13222718
-0.0060991626	-0.0027136048	0.32645914	0.35787848	-0.06755126	0.30454126	-0.21962972	-0.2761639	-0.2349601	0.07153112	0.32273304	-0.043247294	-0.10735582	-0.06281763	0.16911142	-0.11253086	0.21777786	-0.068292804	0.12521206	0.023763785	0.3852681	0.42299923	-0.29507625	-0.35796311	0.076929435	-0.40061623	0.025972864	-0.13686223	0.3922332	0.13437685	-0.3495162	0.0844528	-0.35038775	-0.54934347	-0.027063627	-0.1997355	-0.08739921	-0.475855	-0.36455274	-0.16761817	0.29660335	-0.25007725	-0.28889078	-0.061755084	-0.14873809
0.26940504	0.27409744	0.112274334	-0.020465568	-0.085967466	0.16887274	0.17956962	0.20393537	0.2518636	-0.06576784	-0.09977272	0.23359488	-0.042489637	0.34253997	0.1907892	-0.28892797	-0.20581545	0.2779644	0.08391919	-0.17313224	0.26278627	-0.36472833	-0.3231666	-0.3592411	-0.24131647	-0.20463486	-0.19616412	0.05976376	-0.18132699	0.18833144	-0.010366778	-0.1777568	-0.37346077	-0.2697565	-0.013590834	-0.23011196	-0.006179426	0.14550619	-0.43834972	-0.29002592	0.04014366	0.03450503	-0.485609	-0.06806066	0.21809544
0.22968808	0.16530606	0.123268664	-0.059084874	0.37443608	-0.08633492	-0.021036563	0.3145093	0.07788665	0.021417772	0.038683143	-0.15955073	-0.048688035	-0.20618106	0.28894556	0.055649895	0.13375716	-0.09629234	0.025478937	-0.31779614	-0.2838128	-0.12730981	0.07938429	0.36637133	-0.04756226	0.24722598	0.027958952	0.14622726	-0.008550721	-0.14078385	0.064033575	-0.38312167	-0.40338448	-0.4201855	-0.027685896	-0.4396068	-0.41170043	0.13937818	0.04080965	0.0693519	-0.41430792	-0.67989254	-0.02515323	-0.39566723	-0.1399479
0.09702059	-0.3714031	-0.12393172	-0.14472038	-0.250429	-0.11478654	-0.2523359	0.16135922	0.14663865	0.008468976	-0.17110768	-0.17573911	-0.3574472	-0.049921423	-0.24182132	0.06725728	0.37176165	0.0972441	-0.16820367	0.1538419	-0.23862724	-0.021448342	-0.29712406	0.33494425	-0.17731658	-0.3030819	-0.19078803	-0.02495102	0.38876894	0.042831227	-0.324207	-0.23921044	0.30221766	-0.027407864	-0.17315382	-0.074823454	-0.23234938	0.08793167	0.35993272	0.0085861925	0.21135479	0.062158313	-0.29430294	0.28158736	-0.32389015
