-0.08629739	0.37122646	-0.055470556	0.28639448	0.17174733	-0.053583007	-0.13508292	-0.34591332	-0.08064402	-0.22324257	0.06682686	0.28086498	0.05864354	-0.2889228	0.36637977	-0.19105665	0.38412964	0.17358759	0.28443006	-0.4057312	0.36105332	-0.29445526	0.046996184	0.061896466	0.3662212	-0.09674516	-0.00940269	0.020840859	-0.18191327	-0.21297705	-0.009607655	-0.4997831	-0.54747206	-0.32109678	-0.11646235
-0.09353798	-0.31686875	-0.16699201	0.054671865	-0.068441406	0.036441576	0.33482063	-0.17599098	-0.21507327	0.41278583	-0.3748484	-0.2058517	-0.31372508	0.38518286	0.42509472	-0.32296914	0.17408095	-0.17795599	-0.05802806	0.20367067	-0.08735863	-0.11042205	-0.252283	-0.6171052	-0.22865868	-0.29904994	-0.3281079	0.105733015	0.081728116	0.45301428	-0.1728306	-0.07954937	-0.39916065	-0.15289791	-0.35067368
0.20740476	0.05873515	-0.12956582	0.21761654	0.059726384	0.23526315	0.24151608	-0.2954219	0.09614243	-0.044261456	-0.090400286	-0.14942923	-0.64350504	-0.012675037	0.3671095	-0.47245836	-0.043255996	0.2806228	-0.42393023	0.34513146	-0.30007696	-0.111255795	-0.028983703	-0.5183329	0.12220723	-0.32431462	-0.3374512	0.18004401	-0.089488074	-0.023760624	0.35437027	0.42982537	0.1201663	-0.17410529	-0.007894833
0.099187024	0.04307589	-0.13591257	0.17877118	0.2037353	-0.18067798	-0.34315982	-0.22642793	0.2862527	-0.19256537	-0.083524205	-0.31309912	-0.46730915	0.46162188	-0.4114281	0.116714835	-0.43684927	0.05769417	0.18348001	-0.31050253	-0.31444633	0.2601289	-0.47526434	0.16965663	0.40773916	0.08312421	-0.39378658	0.21010783	-0.33799738	0.08645857	0.022314906	-0.36794686	-0.26335356	0.10639306	-0.24705368
0.15459335	0.2170225	-0.14377853	0.38534835	0.1658512	-0.1749862	0.08437992	0.059665464	-0.24147709	0.34416944	-0.17963	0.16701491	0.3773894	0.106740735	-0.011607135	-0.014520928	-0.09039209	0.22445828	0.04850181	0.2838275	0.10503688	-0.45058626	0.26755846	-0.34826574	-0.36604857	-0.30209485	-0.29296905	-0.40499842	-0.16230974	-0.38230544	0.38887	-0.11842877	-0.40423834	-0.20037445	-0.49590284
-0.5606517	-0.5543206	0.076552376	-0.443114	-0.43859288	-0.5456938	-0.11243626	-0.031800043	0.060744654	-0.05437462	0.14671317	-0.33388644	-0.44534123	-0.11447368	0.31198063	-0.08757057	0.21595961	-0.06435918	0.058749564	0.2920183	0.19682989	0.25979623	0.18167982	0.17062175	0.27744156	0.30497852	0.22003514	0.23873144	-0.14044946	0.0068555693	0.2968165	-0.10243603	0.26342	0.098305	0.0699087
-0.3716922	0.22864692	-0.29703465	-0.24267258	-0.2367874	-0.14682451	-0.4076747	0.35198513	0.20177278	-0.18229191	-0.07073864	0.14402616	-0.30798033	-0.20894924	0.24700242	0.16338351	0.30586597	0.14787763	0.26034677	-0.109500244	0.35056978	-0.22392726	-0.29906562	0.3375482	-0.09860456	0.2049593	-0.21419966	0.3976142	-0.087562785	0.11351089	0.32393965	-0.14633141	-0.100350685	-0.073616154	-0.15237346
-0.062965356	-0.25953555	-0.10805332	0.25122783	-0.39083546	0.11623066	0.35194284	0.08546944	0.3487462	0.21423508	0.2856219	-0.34947315	-0.3968192	0.18888609	0.35567966	-0.3229606	-0.42458498	0.23943938	0.24436066	0.01141654	0.069508255	-0.359368	0.24782048	-0.49991536	-0.13574246	-0.084617965	-0.25132066	0.2916399	-0.02300437	-0.34199142	-0.22550555	0.3157421	-0.087092936	-0.29746005	-0.13803487
-0.40268275	0.15629308	-0.38014624	0.09918107	-0.06225169	-0.4417829	-0.43125254	0.35083106	-0.037599884	-0.23602428	0.1008538	0.25202483	0.33120155	-0.1630794	-0.18721211	0.11650842	0.23959205	0.14031143	0.069279805	-0.4795536	0.14661384	-0.38192102	-0.1079517	0.07327139	-0.31737706	-0.15380345	0.07251581	0.15471321	-0.10487987	0.051707346	-0.22921477	-0.19125803	0.43535158	0.1777107	-0.03441806
-0.017336825	-0.05813036	0.2675646	0.18971439	0.049457293	-0.61388355	-0.3116612	0.10687695	-0.17427191	0.30753168	0.31636143	-0.21990074	0.2384023	-0.19817604	-0.43329322	-0.0042777746	0.15193474	0.07910738	0.19304006	-0.26316646	0.22746621	0.17608549	0.35423538	0.0767297	-0.013891528	-0.1758004	0.32227957	-0.28661472	0.3242721	-0.1727707	-0.51704746	0.26471266	0.062401492	-0.64453715	0.3563771
